# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/mnt/data/gdata/human/hg38/chr21/homo_sapiens_hg38_chr21.gtf" "-o" "../03_count/siC1_chr21_counts.txt" "-R" "BAM" "siC1_chr21_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	siC1_chr21_Aligned.sortedByCoord.out.bam
ENSG00000156265	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	29077471;29077475;29077496;29077633;29077633;29077633;29080552;29080552;29080552;29085072;29085813;29085813;29085813;29085813;29085813;29085813;29085813;29085861;29091501;29091501;29091501;29091501;29091501;29091501;29091501;29091501;29091668;29091668;29091668;29091668;29091668;29091668;29091668;29092254;29092439;29092439;29092439;29092439;29092439;29092439;29092439;29102508;29109040;29109040;29109132;29122055;29130485;29130638;29130795;29130795;29130795;29130961;29131257;29133306;29133306;29133306;29133306;29133306;29133306;29133306;29145559;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29149189;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29159941;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712;29174712	29077713;29077713;29077713;29077713;29077713;29077713;29080708;29080708;29080708;29085143;29085917;29085917;29085917;29085917;29085917;29085917;29085917;29085917;29091576;29091576;29091576;29091576;29091576;29091576;29091576;29091576;29091761;29091761;29091761;29091761;29091761;29091761;29091761;29092581;29092581;29092581;29092581;29092581;29092581;29092581;29092581;29102640;29109183;29109791;29109183;29122213;29130923;29130667;29130923;29130923;29130923;29131050;29131491;29133414;29133414;29133414;29133414;29133414;29133414;29133414;29145707;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29149250;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29160056;29175219;29174745;29175014;29175026;29175889;29175888;29175029;29175889;29175888;29175889;29175889;29175889;29175889	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4497	3
ENSG00000232687	21	29127701	29128188	-	488	0
ENSG00000201984	21	29139283	29139384	-	102	0
ENSG00000212479	21	29180425	29180639	-	215	14
ENSG00000224649	21;21	29182027;29187673	29182230;29187795	-;-	327	11
ENSG00000215533	21;21;21;21;21;21;21;21	29193480;29193494;29193931;29194037;29228961;29284190;29287984;29287984	29193710;29194260;29194260;29194260;29229026;29284207;29288205;29288205	+;+;+;+;+;+;+;+	1087	0
ENSG00000156273	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	29194071;29194147;29194147;29194147;29218861;29270357;29287984;29298871;29299416;29299683;29300133;29300802;29305199;29305203;29321221;29321221;29321221;29321221;29321221;29321221;29321221;29321221;29321221;29321221;29326059;29326059;29326059;29326059;29326059;29327129;29327276;29329487;29329487;29329487;29329487;29342399;29342399;29582312;29596040;29597570;29597570;29597570;29630539;29630539;29630539	29194260;29194260;29194260;29194260;29218926;29270456;29288095;29298953;29299598;29299764;29300175;29300832;29305322;29305322;29321514;29321514;29321514;29321514;29321355;29321514;29321355;29321355;29321355;29321355;29326336;29326498;29326484;29327393;29327393;29327393;29327393;29329693;29329693;29329693;29329693;29346148;29346148;29582351;29596778;29597694;29597694;29597694;29630751;29630747;29630751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7717	932
ENSG00000236056	21	29222321	29223257	+	937	4
ENSG00000248476	21;21;21;21	29351634;29352579;29361031;29361552	29351813;29352663;29361243;29361894	+;+;+;+	821	14
ENSG00000273017	21	29359002	29359453	+	452	0
ENSG00000232118	21;21;21;21	29370019;29370059;29371088;29375798	29370120;29370216;29371226;29376339	-;-;-;-	879	2
ENSG00000228817	21;21;21;21;21;21;21;21	29370497;29370623;29370947;29371735;29372435;29372502;29373242;29373242	29370973;29371155;29371155;29371769;29372563;29372563;29373302;29373709	+;+;+;+;+;+;+;+	1291	20
ENSG00000234293	21;21	29496047;29500173	29496238;29500386	+;+	406	0
ENSG00000171189	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	29536933;29536933;29536933;29536933;29537706;29537798;29537798;29553252;29553252;29555052;29555052;29555052;29555052;29555052;29555052;29555052;29561624;29561624;29561624;29561624;29561624;29561624;29561624;29576964;29576964;29576964;29576964;29576964;29576964;29576964;29581425;29581425;29581425;29581425;29581425;29581425;29581425;29587366;29587366;29587366;29587366;29587366;29587366;29587366;29588839;29588839;29588839;29588839;29588839;29588839;29588839;29591112;29591112;29591112;29591112;29591112;29591112;29591112;29596526;29596526;29596526;29596526;29598794;29598830;29598830;29598830;29598830;29598830;29598830;29598830;29642826;29642826;29642826;29642826;29642826;29642826;29642826;29642826;29651118;29651118;29651118;29651118;29651118;29651118;29651118;29651118;29654810;29654810;29654810;29654810;29654810;29654810;29654810;29654810;29672983;29672983;29672983;29672983;29672983;29672983;29672983;29672983;29689728;29689728;29689728;29689728;29689728;29689728;29689728;29689728;29693896;29693896;29693896;29693896;29693896;29693896;29693896;29693896;29939383;29939383;29939383;29939383;29939383;29939383;29939383;29939383	29537385;29537385;29537385;29537385;29537778;29537884;29537884;29553704;29553704;29555302;29555302;29555302;29555302;29555302;29555302;29555302;29561849;29561849;29561849;29561849;29561849;29561849;29561849;29577181;29577181;29577181;29577181;29577181;29577181;29577181;29581543;29581543;29581543;29581543;29581543;29581543;29581543;29587589;29587589;29587589;29587589;29587589;29587589;29587589;29589042;29589042;29589042;29589042;29589042;29589042;29589042;29591225;29591225;29591225;29591225;29591225;29591225;29591225;29596570;29596570;29596570;29596570;29598937;29598937;29598937;29598937;29598937;29598937;29598937;29598937;29642969;29642969;29642969;29642969;29642969;29642969;29642969;29642969;29651291;29651291;29651291;29651291;29651291;29651291;29651291;29651291;29654863;29654863;29654863;29654863;29654863;29654863;29654863;29654863;29673164;29673164;29673164;29673164;29673164;29673164;29673164;29673164;29689985;29689985;29689985;29689985;29689985;29689985;29689985;29689985;29694063;29694063;29694063;29694063;29694063;29694063;29694063;29694063;29940033;29939912;29939912;29939532;29940022;29939674;29939625;29939532	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4242	4
ENSG00000273464	21	29657406	29657831	+	426	2
ENSG00000174680	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	29748175;29748834;29748938;29748947;29758831;29758831;29758831;29760020;29760020;29760394;29761257;29763578;29763578;29763578;29763578;29763578	29748300;29749145;29749145;29749145;29759010;29759014;29759010;29760065;29760065;29760467;29761419;29764002;29764002;29764002;29764002;29763680	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1330	0
ENSG00000259981	21;21	30089717;30097668	30089991;30097836	+;+	444	0
ENSG00000156282	21	30165564	30166756	-	1193	0
ENSG00000227342	21;21;21	30209151;30209738;30211734	30209336;30209925;30211783	-;-;-	424	0
ENSG00000156284	21	30214006	30216073	-	2068	0
ENSG00000225267	21	30263380	30263881	-	502	0
ENSG00000188694	21	30281309	30282958	-	1650	0
ENSG00000232263	21	30289145	30289514	-	370	0
ENSG00000197683	21	30319124	30320316	-	1193	0
ENSG00000206107	21	30337013	30337694	-	682	0
ENSG00000186980	21	30348399	30348609	-	211	0
ENSG00000250973	21	30356515	30356885	-	371	0
ENSG00000182816	21	30371391	30372257	-	867	0
ENSG00000265007	21	30375294	30375378	-	85	0
ENSG00000198390	21	30396074	30396822	+	749	0
ENSG00000240432	21	30425265	30425968	-	704	0
ENSG00000186971	21	30430230	30431026	+	797	0
ENSG00000233640	21	30436466	30436964	-	499	0
ENSG00000186970	21	30440275	30440945	+	671	0
ENSG00000184351	21	30479699	30480344	-	646	0
ENSG00000186965	21	30487057	30487436	-	380	0
ENSG00000244025	21	30491464	30491985	-	522	0
ENSG00000186967	21	30496824	30497133	-	310	0
ENSG00000186977	21	30501657	30502117	-	461	0
ENSG00000237841	21	30510307	30510497	-	191	0
ENSG00000235312	21	30514613	30514799	-	187	0
ENSG00000218125	21	30526546	30526701	-	156	0
ENSG00000236612	21	30537278	30537381	-	104	0
ENSG00000186925	21	30541535	30541864	-	330	0
ENSG00000244362	21;21;21	30541660;30560875;30561156	30541741;30561314;30561289	-;-;-	522	0
ENSG00000206106	21	30590105	30590397	-	293	0
ENSG00000212938	21	30592440	30593075	+	636	0
ENSG00000186930	21	30598590	30598902	-	313	0
ENSG00000186924	21	30601087	30601382	+	296	0
ENSG00000184724	21	30613431	30613930	-	500	0
ENSG00000244624	21	30616425	30616699	+	275	0
ENSG00000206105	21	30620627	30620850	+	224	0
ENSG00000184032	21	30635236	30635619	+	384	0
ENSG00000206104	21	30642864	30643136	+	273	0
ENSG00000231068	21	30718525	30718777	-	253	0
ENSG00000236400	21	30741780	30742595	-	816	0
ENSG00000187026	21	30746794	30747233	-	440	0
ENSG00000187005	21	30754830	30755428	-	599	0
ENSG00000238257	21	30762682	30762882	-	201	0
ENSG00000233036	21	30802242	30802427	-	186	0
ENSG00000227840	21	30806932	30807119	-	188	0
ENSG00000183640	21	30812697	30813252	-	556	0
ENSG00000274749	21	30829039	30829759	-	721	0
ENSG00000182591	21	30880644	30881555	-	912	0
ENSG00000206102	21	31038159	31038476	-	318	0
ENSG00000228941	21;21	31060600;31061722	31061411;31063168	-;-	2259	10
ENSG00000156299	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	31118416;31118418;31118418;31118458;31123939;31124522;31124522;31124522;31124522;31127065;31127065;31127065;31127065;31127065;31130213;31130213;31130213;31130213;31130213;31130890;31130890;31130890;31135933;31135933;31135933;31141118;31141118;31141118;31141325;31141325;31141325;31146895;31146895;31146895;31152636;31152636;31152636;31153066;31153066;31153066;31154247;31154247;31154247;31160445;31164962;31164962;31182421;31182421;31187001;31187001;31195224;31195224;31202908;31210045;31210045;31212631;31213398;31217553;31217553;31217553;31223406;31223406;31223406;31225726;31225726;31225726;31245488;31245488;31245488;31251742;31251742;31251742;31266010;31266010;31266296;31276732;31276732;31276732;31339243;31339243;31339243;31339243;31344138;31463983;31463983;31463983;31558927;31558927;31559919	31120837;31120837;31118670;31120837;31124694;31124694;31124694;31124694;31124694;31127152;31127152;31127152;31127152;31127152;31130315;31130306;31130315;31130221;31130315;31130948;31130948;31130948;31136041;31136041;31136041;31141236;31141236;31141236;31141504;31141504;31141504;31147003;31147003;31147003;31152761;31152761;31152761;31153134;31153134;31153134;31154426;31154426;31154426;31160909;31165065;31165065;31182645;31182645;31187087;31187087;31195305;31195305;31203012;31210215;31210215;31213472;31213472;31217699;31217699;31217699;31223591;31223591;31223591;31225950;31225950;31225950;31245660;31245660;31245660;31252189;31252189;31252189;31266983;31266983;31266983;31276908;31276908;31276908;31339422;31339422;31339422;31339422;31344279;31464035;31464035;31464035;31558977;31558977;31559977	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9216	247
ENSG00000237325	21	31452466	31453223	+	758	0
ENSG00000237594	21;21	31559245;31560017	31559595;31560487	+;+	822	0
ENSG00000230870	21	31627127	31628600	-	1474	28
ENSG00000234509	21;21;21	31653593;31657934;31659397	31655427;31658227;31659500	-;-;-	2233	31
ENSG00000142168	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	31659622;31659666;31659693;31659709;31661549;31663790;31663790;31663790;31663790;31666449;31666449;31666449;31666449;31667258;31667258;31667258;31667258;31668471;31668471;31668471	31659841;31659784;31659841;31660708;31661734;31663886;31663886;31663886;31663886;31666518;31666518;31666518;31666518;31667341;31667375;31667375;31667375;31668931;31668931;31668931	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2019	184
ENSG00000238390	21	31664306	31664482	+	177	15
ENSG00000273271	21	31666728	31667247	-	520	16
ENSG00000156304	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	31671033;31671033;31671228;31683995;31685049;31685049;31685049;31685398;31685398;31685398;31685398;31685568;31685568;31685568;31685568;31688307;31688307;31688307;31688307;31690797;31690797;31690797;31690797;31690821;31691817;31691817;31691817;31691817;31691817;31692349;31692349;31692349;31692349;31693294;31693294;31693294;31693294;31693294;31694204;31694204;31694204;31694204;31694813;31694813;31694813;31694813;31696113;31696113;31696113;31696113;31696569;31696569;31696569;31696569;31700759;31700995;31700995;31700995;31700995;31701776;31701776;31701776;31701776;31701776;31702244;31702244;31702244;31702244;31703765;31703765;31703765;31703765;31705423;31705423;31705423;31706274;31706274;31706274;31706274;31731663;31731663;31731663;31731663	31672354;31672354;31672354;31685240;31685240;31685174;31685240;31685484;31685484;31685484;31685484;31685733;31685733;31685733;31685733;31688464;31688464;31688464;31688464;31690953;31690953;31690953;31690953;31690953;31692442;31691930;31691930;31691930;31691930;31692449;31692449;31692449;31692449;31693330;31693484;31693484;31693484;31693484;31694289;31694289;31694289;31694289;31694980;31694980;31694980;31694980;31696221;31696221;31696221;31696221;31696736;31696750;31696750;31696750;31701171;31701171;31701171;31701171;31701171;31701918;31701823;31701918;31701918;31701918;31702379;31702379;31702379;31702379;31703926;31703926;31703926;31703926;31705467;31705467;31705467;31706357;31706357;31706357;31706357;31731961;31731968;31732075;31732075	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5901	473
ENSG00000229046	21	31706555	31706864	+	310	6
ENSG00000273091	21	31735732	31736407	+	676	4
ENSG00000234107	21	31840341	31840858	+	518	0
ENSG00000142149	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	31873315;31924468;31924552;31940165;31940165;31946036;31946036;31958843;31968250;31968250;31974178;31974555;31974703;31983526;31983526;31983526;31990129;31990129;31990129;31995768;31995768;31995768;31998526;32044102	31873935;31924760;31924760;31940220;31940220;31946171;31946171;31958970;31968334;31968385;31974717;31974717;31974717;31983609;31983609;31983609;31990176;31990176;31990176;31995948;31995927;31995948;32004064;32044633	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8294	0
ENSG00000237138	21;21	32020966;32021480	32021278;32021782	-;-	616	2
ENSG00000230323	21;21;21;21;21;21;21	32080316;32080316;32083474;32086204;32086204;32156408;32197775	32080517;32080517;32083617;32086295;32086295;32156502;32197813	-;-;-;-;-;-;-	572	0
ENSG00000261610	21	32259804	32261585	-	1782	2
ENSG00000159055	21;21;21;21;21;21;21	32268219;32269608;32269707;32270407;32270407;32274830;32278681	32269117;32269803;32269803;32270578;32270529;32274896;32279069	-;-;-;-;-;-;-	1723	236
ENSG00000227256	21;21;21	32277863;32278381;32280593	32278084;32278531;32280988	+;+;+	769	14
ENSG00000170262	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	32291813;32291813;32292993;32292993;32298850;32298962;32298972;32306640;32306640;32306640;32306640;32311684;32311684;32311684;32314551	32291849;32291849;32293132;32293132;32299077;32299077;32299077;32306739;32306739;32306739;32306739;32312290;32312290;32312290;32314784	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1346	1
ENSG00000232623	21;21	32306464;32308519	32306826;32308737	-;-	582	13
ENSG00000142207	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	32311018;32316466;32317676;32319217;32320531;32321801;32322478;32324491;32325229;32333113;32333317;32334163;32334163;32334209;32335206;32337094;32337404;32338707;32341466;32344570;32345374;32346956;32349304;32350704;32352710;32353933;32354859;32355449;32357537;32359796;32361007;32361892;32363156;32366618;32368403;32372507;32373647;32375398;32378445;32383422;32384313;32385545;32392769	32315099;32317065;32317917;32319414;32320640;32321944;32322584;32324602;32325389;32333419;32333419;32334334;32334334;32334334;32335630;32337157;32337514;32338900;32341524;32344756;32345575;32347811;32349483;32350922;32352906;32354103;32354997;32355565;32357656;32359908;32361123;32362021;32363329;32366755;32368598;32372631;32373772;32375483;32378541;32383554;32384464;32385684;32393026	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11461	1315
ENSG00000200792	21	32377187	32377322	-	136	28
ENSG00000256073	21	32393130	32393960	+	831	123
ENSG00000166979	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	32412006;32412042;32412381;32412437;32412437;32412553;32412685;32412702;32412764;32428334;32433151;32452185;32453312;32453312;32453312;32453312;32453312;32453312;32457597;32457597;32457597;32457597;32457597;32457597;32457597;32457597;32467696;32467696;32467696;32467696;32467696;32467696;32467696;32467696;32467696;32467696;32493653;32495027;32495027;32495027;32495027;32495027;32495027;32495027;32495027;32495117;32501415;32501415;32501415;32501415;32501415;32501415;32501415;32501415;32501415;32503926;32503926;32503926;32503926;32503926;32503926;32503926;32503926;32503926;32514814;32514814;32514814;32514814;32514814;32514814;32514814;32514814;32514814	32413013;32412193;32413013;32413013;32413013;32413013;32413013;32413013;32413013;32428684;32433284;32453508;32453508;32453508;32453508;32453508;32453508;32453508;32457720;32457720;32457720;32457720;32457720;32457720;32457720;32457720;32467848;32467848;32467848;32467848;32467848;32467848;32467848;32467848;32467848;32468055;32493762;32495170;32495170;32495137;32495170;32495170;32495170;32495170;32495170;32495170;32501495;32501495;32501486;32501495;32501538;32501495;32501495;32501495;32501455;32504015;32504015;32504015;32504015;32504015;32504015;32504015;32504015;32504015;32515389;32514880;32515389;32515389;32515397;32515389;32515389;32515389;32515389	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4353	581
ENSG00000229007	21	32496812	32497311	+	500	8
ENSG00000252045	21	32538299	32538434	+	136	2
ENSG00000252950	21	32563075	32563210	+	136	8
ENSG00000186842	21;21;21;21	32572238;32573284;32574096;32574576	32572595;32573368;32574124;32575881	-;-;-;-	1778	0
ENSG00000242220	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	32574841;32576659;32576659;32576848;32577426;32578694;32578694;32578694;32578694;32582200;32582200;32582200;32582200;32584161;32584161;32585421;32585421;32587313	32576923;32576923;32576923;32576923;32577676;32578831;32578831;32578831;32578831;32582415;32582415;32582415;32582434;32584305;32584305;32585533;32585533;32587373	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3026	14
